codigo,descricao,segmento
2431800,Produo de tubos de ao com costura,Outros
2439300,Produo de outros tubos de ferro e ao,Outros
2441501,Produo de alumnio e suas ligas em formas primrias,Outros
2441502,Produo de laminados de alumnio,Outros
2442300,Metalurgia dos metais preciosos,Outros
2443100,Metalurgia do cobre,Outros
2449101,Produo de zinco em formas primrias,Outros
2449102,Produo de laminados de zinco,Outros
2449103,Fabricao de nodos para galvanoplastia,Outros
2449199,Metalurgia de outros metais no-ferrosos e suas ligas no especificados anteriormente,Outros
2451200,Fundio de ferro e ao,Outros
2452100,Fundio de metais no-ferrosos e suas ligas,Outros
2511000,Fabricao de estruturas metlicas,Outros
2512800,Fabricao de esquadrias de metal,Outros
2513600,Fabricao de obras de caldeiraria pesada,Construção
2521700,"Fabricao de tanques, reservatrios metlicos e caldeiras para aquecimento central",Outros
2522500,"Fabricao de caldeiras geradoras de vapor, exceto para aquecimento central e para veculos",Outros
2531401,Produo de forjados de ao,Outros
2531402,Produo de forjados de metais no-ferrosos e suas ligas,Outros
2532201,Produo de artefatos estampados de metal,Outros
2532202,Metalurgia do p,Outros
2539000,"Servios de usinagem, solda, tratamento e revestimento em metais",Indústria
2539001,"Servios de usinagem, tornearia e solda",Indústria
2539002,Servios de tratamento e revestimento em metais,Saúde
2541100,Fabricao de artigos de cutelaria,Outros
2542000,"Fabricao de artigos de serralheria, exceto esquadrias",Outros
2543800,Fabricao de ferramentas,Outros
2550101,"Fabricao de equipamento blico pesado, exceto veculos militares de combate",Outros
2550102,"Fabricao de armas de fogo, outras armas e munies",Outros
2591800,Fabricao de embalagens metlicas,Outros
2592601,Fabricao de produtos de trefilados de metal padronizados,Outros
2592602,"Fabricao de produtos de trefilados de metal, exceto padronizados",Outros
2593400,Fabricao de artigos de metal para uso domstico e pessoal,Outros
2599301,Servios de confeco de armaes metlicas para a construo,Outros
2599302,Servio de corte e dobra de metais,Construção
2599399,Fabricao de outros produtos de metal no especificados anteriormente,Outros
2610800,Fabricao de componentes eletrnicos,Outros
2621300,Fabricao de equipamentos de informtica,Outros
2622100,Fabricao de perifricos para equipamentos de informtica,Outros
2631100,"Fabricao de equipamentos transmissores de comunicao, peas e acessrios",Outros
2632900,"Fabricao de aparelhos telefnicos e de outros equipamentos de comunicao, peas e acessrios",Outros
2640000,"Fabricao de aparelhos de recepo, reproduo, gravao e amplificao de udio e vdeo",Outros
2651500,"Fabricao de aparelhos e equipamentos de medida, teste e controle",Outros
2652300,Fabricao de cronmetros e relgios,Outros
2660400,Fabricao de aparelhos eletromdicos e eletroteraputicos e equipamentos de irradiao,Saúde
2670101,"Fabricao de equipamentos e instrumentos pticos, peas e acessrios",Outros
2670102,"Fabricao de aparelhos fotogrficos e cinematogrficos, peas e acessrios",Entretenimento e Cultura
2680900,"Fabricao de mdias virgens, magnticas e pticas",Outros
2710401,"Fabricao de geradores de corrente contnua e alternada, peas e acessrios",Outros
2710402,"Fabricao de transformadores, indutores, conversores, sincronizadores e semelhantes, peas e acessrios",Outros
2710403,"Fabricao de motores eltricos, peas e acessrios",Outros
2721000,"Fabricao de pilhas, baterias e acumuladores eltricos, exceto para veculos automotores",Outros
2722801,Fabricao de baterias e acumuladores para veculos automotores,Outros
2722802,Recondicionamento de baterias e acumuladores para veculos automotores,Indústria
2731700,Fabricao de aparelhos e equipamentos para distribuio e controle de energia eltrica,Outros
2732500,Fabricao de material eltrico para instalaes em circuito de consumo,Outros
2733300,"Fabricao de fios, cabos e condutores eltricos isolados",Outros
2740601,Fabricao de lmpadas,Outros
2740602,Fabricao de luminrias e outros equipamentos de iluminao,Outros
2751100,"Fabricao de foges, refrigeradores e mquinas de lavar e secar para uso domstico, peas e acessrios",Outros
2759701,"Fabricao de aparelhos eltricos de uso pessoal, peas e acessrios",Outros
2759799,"Fabricao de outros aparelhos eletrodomsticos no especificados anteriormente, peas e acessrios",Outros
2790201,"Fabricao de eletrodos, contatos e outros artigos de carvo e grafita para uso eltrico, eletroms e isoladores",Outros
2790202,Fabricao de equipamentos para sinalizao e alarme,Outros
2790299,Fabricao de outros equipamentos e aparelhos eltricos no especificados anteriormente,Outros
2811900,"Fabricao de motores e turbinas, peas e acessrios, exceto para avies e veculos rodovirios",Outros
2812700,"Fabricao de equipamentos hidrulicos e pneumticos, peas e acessrios, exceto vlvulas",Outros
2813500,"Fabricao de vlvulas, registros e dispositivos semelhantes, peas e acessrios",Outros
2814301,"Fabricao de compressores para uso industrial, peas e acessrios",Outros
2814302,"Fabricao de compressores para uso no industrial, peas e acessrios",Outros
2815101,Fabricao de rolamentos para fins industriais,Outros
2815102,"Fabricao de equipamentos de transmisso para fins industriais, exceto rolamentos",Outros
2821601,"Fabricao de fornos industriais, aparelhos e equipamentos no-eltricos para instalaes trmicas, peas e acessrios",Outros
2821602,"Fabricao de estufas e fornos eltricos para fins industriais, peas e acessrios",Outros
2822401,"Fabricao de mquinas, equipamentos e aparelhos para transporte e elevao de pessoas, peas e acessrios",Transporte e Logística
2822402,"Fabricao de mquinas, equipamentos e aparelhos para transporte e elevao de cargas, peas e acessrios",Transporte e Logística
2823200,"Fabricao de mquinas e aparelhos de refrigerao e ventilao para uso industrial e comercial, peas e acessrios",Outros
2824101,Fabricao de aparelhos e equipamentos de ar condicionado para uso industrial,Outros
2824102,Fabricao de aparelhos e equipamentos de ar condicionado para uso no-industrial,Outros
2825900,"Fabricao de mquinas e equipamentos para saneamento bsico e ambiental, peas e acessrios",Energia e Utilidades
2829101,"Fabricao de mquinas de escrever, calcular e outros equipamentos no-eletrnicos para escritrio, peas e acessrios",Outros
2829199,"Fabricao de outras mquinas e equipamentos de uso geral no especificados anteriormente, peas e acessrios",Outros
2831300,"Fabricao de tratores agrcolas, peas e acessrios",Outros
2832100,"Fabricao de equipamentos para irrigao agrcola, peas e acessrios",Outros
2833000,"Fabricao de mquinas e equipamentos para a agricultura e pecuria, peas e acessrios, exceto para irrigao",Agropecuária
2840200,"Fabricao de mquinas-ferramenta, peas e acessrios",Outros
2851800,"Fabricao de mquinas e equipamentos para a prospeco e extrao de petrleo, peas e acessrios",Outros
2852600,"Fabricao de outras mquinas e equipamentos para uso na extrao mineral, peas e acessrios, exceto na extrao de petrleo",Outros
2853400,"Fabricao de tratores, peas e acessrios, exceto agrcolas",Outros
2854200,"Fabricao de mquinas e equipamentos para terraplenagem, pavimentao e construo, peas e acessrios, exceto tratores",Outros
2861500,"Fabricao de mquinas para a indstria metalrgica, peas e acessrios, exceto mquinas-ferramenta",Outros
2862300,"Fabricao de mquinas e equipamentos para as indstrias de alimentos, bebidas e fumo, peas e acessrios",Outros
2863100,"Fabricao de mquinas e equipamentos para a indstria txtil, peas e acessrios",Outros
2864000,"Fabricao de mquinas e equipamentos para as indstrias do vesturio, do couro e de calados, peas e acessrios",Outros
2865800,"Fabricao de mquinas e equipamentos para as indstrias de celulose, papel e papelo e artefatos, peas e acessrios",Outros
2866600,"Fabricao de mquinas e equipamentos para a indstria do plstico, peas e acessrios",Outros
2869100,"Fabricao de mquinas e equipamentos para uso industrial especfico no especificados anteriormente, peas e acessrios",Outros
2910701,"Fabricao de automveis, camionetas e utilitrios",Saúde
2910702,"Fabricao de chassis com motor para automveis, camionetas e utilitrios",Saúde
2910703,"Fabricao de motores para automveis, camionetas e utilitrios",Saúde
2920401,Fabricao de caminhes e nibus,Outros
2920402,Fabricao de motores para caminhes e nibus,Outros
2930101,"Fabricao de cabines, carrocerias e reboques para caminhes",Outros
2930102,Fabricao de carrocerias para nibus,Outros
2930103,"Fabricao de cabines, carrocerias e reboques para outros veculos automotores, exceto caminhes e nibus",Outros
2941700,Fabricao de peas e acessrios para o sistema motor de veculos automotores,Outros
2942500,Fabricao de peas e acessrios para os sistemas de marcha e transmisso de veculos automotores,Outros
2943300,Fabricao de peas e acessrios para o sistema de freios de veculos automotores,Outros
2944100,Fabricao de peas e acessrios para o sistema de direo e suspenso de veculos automotores,Outros
2945000,"Fabricao de material eltrico e eletrnico para veculos automotores, exceto baterias",Outros
2949201,Fabricao de bancos e estofados para veculos automotores,Financeiro
2949299,Fabricao de outras peas e acessrios para veculos automotores no especificadas anteriormente,Outros
2950600,Recondicionamento e recuperao de motores para veculos automotores,Indústria
3011301,Construo de embarcaes de grande porte,Alimentação
3011302,"Construo de embarcaes para uso comercial e para usos especiais, exceto de grande porte",Alimentação
3012100,Construo de embarcaes para esporte e lazer,Alimentação
3031800,"Fabricao de locomotivas, vages e outros materiais rodantes",Outros
3032600,Fabricao de peas e acessrios para veculos ferrovirios,Outros
3041500,Fabricao de aeronaves,Outros
3042300,"Fabricao de turbinas, motores e outros componentes e peas para aeronaves",Outros
3050400,Fabricao de veculos militares de combate,Outros
3091100,"Fabricao de motocicletas, peas e acessrios",Outros
3091101,Fabricao de motocicletas,Outros
3091102,Fabricao de peas e acessrios para motocicletas,Outros
3092000,"Fabricao de bicicletas e triciclos no-motorizados, peas e acessrios",Outros
3099700,Fabricao de equipamentos de transporte no especificados anteriormente,Transporte e Logística
3101200,Fabricao de mveis com predominncia de madeira,Outros
3102100,Fabricao de mveis com predominncia de metal,Outros
3103900,"Fabricao de mveis de outros materiais, exceto madeira e metal",Outros
3104700,Fabricao de colches,Outros
3211601,Lapidao de gemas,Indústria
3211602,Fabricao de artefatos de joalheria e ourivesaria,Indústria
3211603,Cunhagem de moedas e medalhas,Outros
3212400,Fabricao de bijuterias e artefatos semelhantes,Indústria
3220500,"Fabricao de instrumentos musicais, peas e acessrios",Outros
3230200,Fabricao de artefatos para pesca e esporte,Agropecuária
3240001,Fabricao de jogos eletrnicos,Entretenimento e Cultura
3240002,"Fabricao de mesas de bilhar, de sinuca e acessrios no associada  locao",Outros
3240003,"Fabricao de mesas de bilhar, de sinuca e acessrios associada  locao",Outros
3240099,Fabricao de outros brinquedos e jogos recreativos no especificados anteriormente,Entretenimento e Cultura
3250701,"Fabricao de instrumentos no-eletrnicos e utenslios para uso mdico, cirrgico, odontolgico e de laboratrio",Outros
3250702,"Fabricao de mobilirio para uso mdico, cirrgico, odontolgico e de laboratrio",Outros
3250703,Fabricao de aparelhos e utenslios para correo de defeitos fsicos e aparelhos ortopdicos em geral sob encomenda,Outros
3250704,"Fabricao de aparelhos e utenslios para correo de defeitos fsicos e aparelhos ortopdicos em geral, exceto sob encomenda",Outros
3250705,Fabricao de materiais para medicina e odontologia,Outros
3250706,Servios de prtese dentria,Outros
3250707,Fabricao de artigos pticos,Outros
3250708,Fabricao de artefatos de tecido no tecido para uso odonto-mdico-hospitalar,Saúde
3250709,Servio de laboratrio ptico,Outros
3291400,"Fabricao de escovas, pincis e vassouras",Outros
3292201,Fabricao de roupas de proteo e segurana e resistentes a fogo,Vestuário e Têxtil
3292202,Fabricao de equipamentos e acessrios para segurana pessoal e profissional,Outros
3299001,Fabricao de guarda-chuvas e similares,Outros
3299002,"Fabricao de canetas, lpis e outros artigos para escritrio",Outros
3299003,"Fabricao de letras, letreiros e placas de qualquer material, exceto luminosos",Outros
3299004,Fabricao de painis e letreiros luminosos,Outros
3299005,Fabricao de aviamentos para costura,Outros
3299006,"Fabricao de velas, inclusive decorativas",Outros
3299099,Fabricao de produtos diversos no especificados anteriormente,Outros
3311200,"Manuteno e reparao de tanques, reservatrios metlicos e caldeiras, exceto para veculos",Outros
3312101,Manuteno e reparao de equipamentos transmissores de comunicao,Outros
3312102,"Manuteno e reparao de aparelhos e instrumentos de medida, teste e controle",Outros
3312103,Manuteno e reparao de aparelhos eletromdicos e eletroteraputicos e equipamentos de irradiao,Saúde
3312104,Manuteno e reparao de equipamentos e instrumentos pticos,Outros
3313901,"Manuteno e reparao de geradores, transformadores e motores eltricos",Outros
